"State","District"
"Bihar","Saharsa"
"Bihar","Sahebganj"
"Bihar","Samistipur"
"Bihar","Saran"
"Bihar","Sitamarhi"
"Bihar","Siwan"
"Bihar","Vaishali"
"Bihar","West Champaran"
"Bihar","West Singhbhum"
"Bihar","TOTAL"
"Bihar","check"
"Goa","NORTH GOA"
"Goa","SOUTH GOA"
"Goa","North Goa"
"Goa","South Goa"
"Goa","TOTAL"
"Goa","check"
"Gujarat",""
"Gujarat","AHMEDABAD"
"Gujarat","AMRELI"
"Gujarat","ANAND"
"Gujarat","BANASKANTHA"
"Gujarat","BHARUCH"
"Gujarat","BHAVNAGAR"
"Gujarat","DAHOD"
"Gujarat","DANG"
"Gujarat","GANDHINAGAR"
"Gujarat","JAMNAGAR"
"Gujarat","JUNAGADH"
"Gujarat","KACHCHH"
"Gujarat","KHEDA"
"Gujarat","MEHSANA"
"Gujarat","NARMADA"
"Gujarat","NAVSARI"
"Gujarat","PANCHMAHAL"
"Gujarat","PATAN"
"Gujarat","PORBANDAR"
"Gujarat","RAJKOT"
"Gujarat","SABARKANTHA"
"Gujarat","SURAT"
"Gujarat","SURENDRANAGAR"
"Gujarat","VADODARA"
"Gujarat","VALSAD"
"Gujarat","Ahmedabad"
"Gujarat","Amreli"
"Gujarat","Banskantha"
"Gujarat","Baruch"
"Gujarat","Bhavnagar"
"Gujarat","Dang"
"Gujarat","Gandhinagar"
"Gujarat","Jamnagar"
"Gujarat","Junagadh"
"Gujarat","Kheda"
"Gujarat","Kuchchh"
"Gujarat","Mehsana"
"Gujarat","Panchmahal"
"Gujarat","Rajkot"
"Gujarat","Sabarkantha"
"Gujarat","Surat"
"Gujarat","Surendranagar"
"Gujarat","Vadodara"
"Gujarat","Valsad"
"Gujarat","TOTAL"
"Gujarat","check"
"Haryana","AMBALA"
"Haryana","BHIWANI"
"Haryana","FARIDABAD"
"Haryana","GURGAON"
"Haryana","HISAR"
"Haryana","JIND"
"Haryana","KAITHAL"
"Haryana","KARNAL"
"Haryana","KURUKSHETRA"
"Haryana","MEHANDERGARH"
"Haryana","PANCHKULA"
"Haryana","PANIPAT"
"Haryana","RIWARI"
"Haryana","ROHTAK"
"Haryana","SIRSA"
"Haryana","SONIPAT"
"Haryana","YAMUNA NAGAR"
"Haryana","FATEHABAD"
"Haryana","HISSAR"
"Haryana","JHAJJAR"
"Haryana","MAHENDRAGARH"
"Haryana","REWARI"
"Haryana","SONEPAT"
"Haryana","YAMUNANAGAR"
"Haryana","MEWAT"
"Haryana","Ambala"
"Haryana","Bhiwani"
"Haryana","Faridabad"
"Haryana","Gurgaon"
"Haryana","Hissar"
"Haryana","Jind"
"Haryana","Karnal"
"Haryana","Kurukshetra"
"Haryana","M/Garh"
"Haryana","Rohtak"
"Haryana","Sirsa"
"Haryana","Soniput"
"Haryana","TOTAL"
"Haryana","check"
"Himachal Pradesh","Bilaspur"
"Himachal Pradesh","Chamba"
"Himachal Pradesh","Hamirpur"
"Himachal Pradesh","Kangra"
"Himachal Pradesh","Kinnaur"
"Himachal Pradesh","Kullu"
"Himachal Pradesh","Lahul & Spiti"
"Himachal Pradesh","Mandi"
"Himachal Pradesh","Shimla"
"Himachal Pradesh","Sirmaur"
"Himachal Pradesh","Solan"
"Himachal Pradesh","Una"
"Himachal Pradesh","Balaspur"
"Himachal Pradesh","Kulu"
"Himachal Pradesh","Lahul Spiti"
"Himachal Pradesh","TOTAL"
"Himachal Pradesh","check"
"Jammu and Kashmir","Anantnagh"
"Jammu and Kashmir","Baramulla"
"Jammu and Kashmir","Budgam"
"Jammu and Kashmir","Doda"
"Jammu and Kashmir","Jammu"
"Jammu and Kashmir","Kargil"
"Jammu and Kashmir","Kathua"
"Jammu and Kashmir","Kupwara"
"Jammu and Kashmir","Leh"
"Jammu and Kashmir","Poonch"
"Jammu and Kashmir","Pulwama"
"Jammu and Kashmir","Rajouri"
"Jammu and Kashmir","Srinagar"
"Jammu and Kashmir","Udhampur"
"Jammu and Kashmir","ANANTNAG"
"Jammu and Kashmir","BADGAM"
"Jammu and Kashmir","BARAMULLA"
"Jammu and Kashmir","JAMMU"
"Jammu and Kashmir","KATHUA"
"Jammu and Kashmir","RAJOURI"
"Jammu and Kashmir","SRINAGAR"
"Jammu and Kashmir","UDHAMPUR"
"Jammu and Kashmir","DODA"
"Jammu and Kashmir","KUPWARA"
"Jammu and Kashmir","PULWAMA"
"Jammu and Kashmir","Anantnag"
"Jammu and Kashmir","Pfilwama"
"Jammu and Kashmir","TOTAL"
"Jammu and Kashmir","check"
"Jammu and Kashmir","Anantmag"
"Karnataka","BANGALORE RURAL"
"Karnataka","BANGALORE URBAN"
"Karnataka","BELGAUM"
"Karnataka","BELLARY"
"Karnataka","BIDAR"
"Karnataka","BIJAPUR"
"Karnataka","CHIKKAMAGALORE"
"Karnataka","CHITRADURGA"
"Karnataka","DAKSHINA KANNADA"
"Karnataka","DHARWAR"
"Karnataka","GULBARGA"
"Karnataka","HASSAN"
"Karnataka","KODAGU"
"Karnataka","KOLAR"
"Karnataka","MANDYA"
"Karnataka","MYSORE"
"Karnataka","RAICHUR"
"Karnataka","SHIMOGA"
"Karnataka","TUMKUR"
"Karnataka","UTTARA KANNADA"
"Karnataka","Bagalkote"
"Karnataka","Bangalore"
"Karnataka","Bangalore Rural"
"Karnataka","Belgaum"
"Karnataka","Bellary"
"Karnataka","Bidar"
"Karnataka","Bijapur"
"Karnataka","Chamaraja Nagara"
"Karnataka","Chikmagalur"
"Karnataka","Chitradurga"
"Karnataka","Dakshina Kannada"
"Karnataka","Davanagere"
"Karnataka","Dharwar"
"Karnataka","Gadag"
"Karnataka","Gulbarga"
"Karnataka","Hassan"
"Karnataka","Haveri"
"Karnataka","Kodagu"
"Karnataka","Kolar"
"Karnataka","Koppal"
"Karnataka","Mandya"
"Karnataka","Mysore"
"Karnataka","Raichur"
"Karnataka","Shimoga"
"Karnataka","Tumkur"
"Karnataka","Udupi"
"Karnataka","Uttara Kannada"
"Karnataka","Bangalore (R)"
"Karnataka","Bangalore (U)"
"Karnataka","Chickmagalur"
"Karnataka","D. Kannada"
"Karnataka","Dharwad"
"Karnataka","U. Kannada"
"Karnataka","TOTAL"
"Karnataka","check"
"Kerala","ALAPUZHA"
"Kerala","ERANAKULAM"
"Kerala","IDUKKI"
"Kerala","KANNUR"
"Kerala","KASARAGODE"
"Kerala","KOLLAM"
"Kerala","KOTTAYAM"
"Kerala","KOZHIKODE"
"Kerala","MALAPPURAM"
"Kerala","PALAKKAD"
"Kerala","PATHANAMTHITTA"
"Kerala","THIRUVANANTHAPURAM"
"Kerala","THRISSUR"
"Kerala","WAYANAD"
"Kerala","ALAPPUZHA"
"Kerala","IDDUKKI"
"Madhya Pradesh","BALAGHAT"
"Madhya Pradesh","BASTAR"
"Madhya Pradesh","BETUL"
"Madhya Pradesh","BHIND"
"Madhya Pradesh","BHOPAL"
"Madhya Pradesh","BILASPUR"
"Madhya Pradesh","CHHATARPUR"
"Madhya Pradesh","CHHINDWARA"
"Madhya Pradesh","DAMOH"
"Madhya Pradesh","DATIA"
"Madhya Pradesh","DEWAS"
"Madhya Pradesh","DHAR"
"Madhya Pradesh","DURG"
"Madhya Pradesh","GUNA"
"Madhya Pradesh","GWALIOR"
"Madhya Pradesh","HOSHANGABAD"
"Madhya Pradesh","INDORE"
"Madhya Pradesh","JABALPUR"
"Madhya Pradesh","JHABUA"
"Madhya Pradesh","KHANDWA"
"Madhya Pradesh","KHARGONE"
"Madhya Pradesh","MANDLA"
"Madhya Pradesh","MANDSAUR"
"Madhya Pradesh","MORENA"
"Madhya Pradesh","NARSIMHAPUR"
"Madhya Pradesh","PANNA"
"Madhya Pradesh","RAIGARH"
"Madhya Pradesh","RAIPUR"
"Madhya Pradesh","RAISEN"
"Madhya Pradesh","RAJGARH"
"Madhya Pradesh","RAJNANDGAON"
"Madhya Pradesh","RATLAM"
"Madhya Pradesh","REWA"
"Madhya Pradesh","SAGAR"
"Madhya Pradesh","SATNA"
"Madhya Pradesh","SEHORE"
"Madhya Pradesh","SEONI"
"Madhya Pradesh","SHAHDOL"
"Madhya Pradesh","SHAJAPUR"
"Madhya Pradesh","SHIVPURI"
"Madhya Pradesh","SIDHI"
"Madhya Pradesh","SURGUJA"
"Madhya Pradesh","TIKAMGARH"
"Madhya Pradesh","UJJAIN"
"Madhya Pradesh","VIDISHA"
"Madhya Pradesh","BARWANI"
"Madhya Pradesh","DINDORI"
"Madhya Pradesh","HARDA"
"Madhya Pradesh","KATNI"
"Madhya Pradesh","NARSINGHPUR"
"Madhya Pradesh","NEEMUCH"
"Madhya Pradesh","SHEOPUR"
"Madhya Pradesh","UMARIA"
"Madhya Pradesh","ANUPPUR"
"Madhya Pradesh","Ashok Nagar"
"Madhya Pradesh","BURHANPUR"
"Madhya Pradesh","Baitul"
"Madhya Pradesh","Balaghat"
"Madhya Pradesh","Baster"
"Madhya Pradesh","Bhind"
"Madhya Pradesh","Bhopal"
"Madhya Pradesh","Bilaspur"
"Madhya Pradesh","Chatturpur"
"Madhya Pradesh","Chhindwara"
"Madhya Pradesh","Damoh"
"Madhya Pradesh","Datia"
"Madhya Pradesh","Devas"
"Madhya Pradesh","Dhar"
"Madhya Pradesh","Durg"
"Madhya Pradesh","Guna"
"Madhya Pradesh","Gwalior"
"Madhya Pradesh","Hoshangabad"
"Madhya Pradesh","Indore"
"Madhya Pradesh","Jabalpur"
"Madhya Pradesh","Jhabua"
"Madhya Pradesh","Mandla"
"Madhya Pradesh","Mandsaur"
"Madhya Pradesh","Morena"
"Madhya Pradesh","Narsinghpur"
"Madhya Pradesh","Khandba"
"Madhya Pradesh","Khargon"
"Madhya Pradesh","Panna"
"Madhya Pradesh","Raigarh"
"Madhya Pradesh","Raipur"
"Madhya Pradesh","Raisen"
"Madhya Pradesh","Rajgarh"
"Madhya Pradesh","Rajnadgaon"
"Madhya Pradesh","Ratlam"
"Madhya Pradesh","Reva"
"Madhya Pradesh","Sagar"
"Madhya Pradesh","Sarguja"
"Madhya Pradesh","Satna"
"Madhya Pradesh","Seedhi"
"Madhya Pradesh","Sehor"
"Madhya Pradesh","Shahdoh"
"Madhya Pradesh","Shajapur"
"Madhya Pradesh","Shivpuri"
"Madhya Pradesh","Sivni"
"Madhya Pradesh","Teekamgarh"
"Madhya Pradesh","Ujjain"
"Madhya Pradesh","Vedesha"
"Madhya Pradesh","TOTAL"
"Madhya Pradesh","check"
"Maharashtra",""
"Maharashtra","AHMEDNAGAR"
"Maharashtra","AKOLA"
"Maharashtra","AMRAVATI"
"Maharashtra","AURANGABAD"
"Maharashtra","BEED"
"Maharashtra","BHANDARA"
"Maharashtra","BULDANA"
"Maharashtra","CHANDRAPUR"
"Maharashtra","DHULE"
"Maharashtra","GADCHIROLI"
"Maharashtra","GONDIYA"
"Maharashtra","HINGOLI"
"Maharashtra","JALGAON"
"Maharashtra","JALNA"
"Maharashtra","KOLHAPUR"
"Maharashtra","LATUR"
"Maharashtra","NAGPUR"
"Maharashtra","NANDED"
"Maharashtra","NANDURBAR"
"Maharashtra","NASHIK"
"Maharashtra","OSMANABAD"
"Maharashtra","PARBHANI"
"Maharashtra","PUNE"
"Maharashtra","RAIGHAR"
"Maharashtra","RATNAGIRI"
"Maharashtra","SANGLI"
"Maharashtra","SATARA"
"Maharashtra","SINDHUDURGA"
"Maharashtra","SOLAPUR"
"Maharashtra","THANE"
"Maharashtra","WARDHA"
"Maharashtra","WASHIM"
"Maharashtra","YAVATMAL"
"Maharashtra","Ahmednagar"
"Maharashtra","Akola"
"Maharashtra","Amravati"
"Maharashtra","Aurangabad"
"Maharashtra","Bandhara"
"Maharashtra","Beed"
"Maharashtra","Buldhana"
"Maharashtra","Chandrapur"
"Maharashtra","Dhule"
"Maharashtra","Gadchiroli"
"Maharashtra","Jalgaon"
"Maharashtra","Jalna"
"Maharashtra","Kolhapur"
"Maharashtra","Latur"
"Maharashtra","Nagpur"
"Maharashtra","Nanded"
"Maharashtra","Nashik"
"Maharashtra","Osmanabad"
"Maharashtra","Parbhani"
"Maharashtra","Pune"
"Maharashtra","Raigad"
"Maharashtra","Ratnagiri"
"Maharashtra","Sangli"
"Maharashtra","Satara"
"Maharashtra","Sindhudurg"
"Maharashtra","Solapur"
"Maharashtra","Thane"
"Maharashtra","Wardha"
"Maharashtra","Yavatmal"
"Maharashtra","TOTAL"
"Maharashtra","check"
"Maharashtra","Bhandara"
"Maharashtra","Nasik"
"Manipur","BISHNUPUR"
"Manipur","CHANDEL"
"Manipur","CHURACHANDPUR"
"Manipur","IMPHAL"
"Manipur","SENAPATI"
"Manipur","TAMENGLONG"
"Manipur","THOUBAL"
"Manipur","UKHRUL"
"Manipur","IMPHAL WEST"
"Manipur","IMPHAL EAST"
"Manipur","Bishenpur"
"Manipur","Chendal"
"Manipur","Churachandpur"
"Manipur","Imphal"
"Manipur","Senapati"
"Manipur","Tamenlong"
"Manipur","Thoubal"
"Manipur","Ukhrul"
"Manipur","TOTAL"
"Manipur","check"
"Meghalaya","EAST GARO HILLS"
"Meghalaya","EAST KHASI HILLS"
"Meghalaya","JAINTIA HILLS"
"Meghalaya","RI BHOI DISTRICT"
"Meghalaya","SOUTH GARO HILLS"
"Meghalaya","WEST GARO HILLS"
"Meghalaya","WEST KHASI HILLS"
"Meghalaya","East Garo Hills"
"Meghalaya","East Khasi Hills"
"Meghalaya","Jaintia Hills"
"Meghalaya","West Garo Hills"
"Meghalaya","West Khasi Hills"
"Meghalaya","TOTAL"
"Meghalaya","check"
"Mizoram","AIZAWL"
"Mizoram","CHHIMTUIPUI"
"Mizoram","LUNGLEI"
"Nagaland","KOHIMA"
"Nagaland","MOKOKCHUNG"
"Nagaland","MON"
"Nagaland","PHEK"
"Nagaland","TUENSANG"
"Nagaland","WOKHA"
"Nagaland","ZUNHEBOTO"
"Nagaland","DIMAPUR"
"Nagaland","Kohima"
"Nagaland","Lunheleoto"
"Nagaland","Moko chung"
"Nagaland","Mon"
"Nagaland","Phek"
"Nagaland","Thensan"
"Nagaland","Wokha"
"Nagaland","TOTAL"
"Nagaland","check"
"Odisha","ANGUL"
"Odisha","BALASORE"
"Odisha","BARAGARH"
"Odisha","BHADRAK"
"Odisha","BOLANGIR"
"Odisha","BOUDH"
"Odisha","CUTTACK"
"Odisha","DEOGARH"
"Odisha","DHENKANAL"
"Odisha","GAJAPATI"
"Odisha","GANJAM"
"Odisha","JAGATSINGHPUR"
"Odisha","JAJPUR"
"Odisha","JHARSUGUDA"
"Odisha","KALAHANDI"
"Odisha","KENDRAPARA"
"Odisha","KEONJHAR"
"Odisha","KHURDA"
"Odisha","KORAPUT"
"Odisha","MALKANGIRI"
"Odisha","MAYURBHANJ"
"Odisha","NAYAGARH"
"Odisha","NOWRANGPUR"
"Odisha","NUAPADA"
"Odisha","PHULBANI"
"Odisha","PURI"
"Odisha","RAYAGADA"
"Odisha","SAMBALPUR"
"Odisha","SONEPUR"
"Odisha","SUNDARGARH"
"Odisha","BARGARH"
"Odisha","JAJAPUR"
"Odisha","KANDHAMAL"
"Odisha","MALKANAGIRI"
"Odisha","MAYURBHANJA"
"Odisha","NAWARANGAPUR"
"Odisha","Balasore"
"Odisha","Bolangir"
"Odisha","Cuttack"
"Odisha","Dhenkanal"
"Odisha","Ganjam"
"Odisha","Kalahandi"
"Odisha","Keonjihar"
"Odisha","Koraput"
"Odisha","Mayurbhanj"
"Odisha","Phulbani"
"Odisha","Puri"
"Odisha","Sambalpur"
"Odisha","Sundargarh"
"Odisha","TOTAL"
"Odisha","check"
"Odisha","Gaajam"
"Odisha","Mayyubhanj"
"Punjab","AMRITSAR"
"Punjab","BATHINDA"
"Punjab","FARIDKOT"
"Punjab","FATEHGARH SAHIB"
"Punjab","FEROZEPUR"
"Punjab","GURDASPUR"
"Punjab","HOSHIARPUR"
"Punjab","JALANDHAR"
"Punjab","KAPURTHALA"
"Punjab","LUDHIANA"
"Punjab","MANSA"
"Punjab","PATIALA"
"Punjab","ROPAR"
"Punjab","SANGRUR"
"Punjab","MOGA"
"Punjab","AMRITSER"
"Punjab","MUKATSAR"
"Punjab","NAWANSHAHAR"
"Punjab","BARNALA"
"Punjab","MOHALI"
"Punjab","TARN TARAN"
"Punjab","Amritsar"
"Punjab","Bathinda"
"Punjab","Fardkot"
"Punjab","Ferozipur"
"Punjab","Gurdaspur"
"Punjab","Hoshiarpur"
"Punjab","Jalandhar"
"Punjab","Kapurthala"
"Punjab","Ludhiana"
"Punjab","Patiala"
"Punjab","Ropar"
"Punjab","Sangrur"
"Punjab","TOTAL"
"Punjab","check"
"Rajashtan","AJMER"
"Rajashtan","ALWAR"
"Rajashtan","BANSWARA"
"Rajashtan","BARAN"
"Rajashtan","BARMER"
"Rajashtan","BHARATPUR"
"Rajashtan","BHILWARA"
"Rajashtan","BIKANER"
"Rajashtan","BUNDI"
"Rajashtan","CHITTORGARH"
"Rajashtan","CHURU"
"Rajashtan","DAUSA"
"Rajashtan","DHOLPUR"
"Rajashtan","DUNGARPUR"
"Rajashtan","GANGANAGAR"
"Rajashtan","HANUMANGARH"
"Rajashtan","JAIPUR"
"Rajashtan","JAISALMER"
"Rajashtan","JALORE"
"Rajashtan","JHALAWAR"
"Rajashtan","JHUNJHNU"
"Rajashtan","JODHPUR"
"Rajashtan","KOTA"
"Rajashtan","NAGAUR"
"Rajashtan","PALI"
"Rajashtan","RAJSAMAND"
"Rajashtan","SAWAI-MADHOPUR"
"Rajashtan","SIKAR"
"Rajashtan","SIROHI"
"Rajashtan","TONK"
"Rajashtan","UDAIPUR"
"Rajashtan","JHUNJHUNU"
"Rajashtan","KAROLI"
"Rajashtan","SAWAI MADHOPUR"
"Sikkim","EAST SIKKIM"
"Sikkim","NORTH SIKKIM"
"Sikkim","SOUTH SIKKIM"
"Sikkim","WEST SIKKIM"
"Tamil Nadu","COIMBATORE"
"Tamil Nadu","CUDDALORE"
"Tamil Nadu","DHARMAPURI"
"Tamil Nadu","DINDIGUL"
"Tamil Nadu","ERODE"
"Tamil Nadu","KANCHIPURAM"
"Tamil Nadu","KANNIYAKUMARI"
"Tamil Nadu","KARUR"
"Tamil Nadu","MADRAS"
"Tamil Nadu","MADURAI"
"Tamil Nadu","NAGAPATTINAM"
"Tamil Nadu","NAMAKKAL"
"Tamil Nadu","PERAMBALUR"
"Tamil Nadu","PUDUKOTTAI"
"Tamil Nadu","RAMNATHAPURAM"
"Tamil Nadu","SALEM"
"Tamil Nadu","SIVAGANGA"
"Tamil Nadu","THANJAVUR"
"Tamil Nadu","THE NILGIRIS"
"Tamil Nadu","THENI"
"Tamil Nadu","THOOTHUGUDI"
"Tamil Nadu","TIRUNELVELI"
"Tamil Nadu","TIRUVALLUR"
"Tamil Nadu","TIRUVANNAMALAI"
"Tamil Nadu","TIRUVARUR"
"Tamil Nadu","TRICHIRAPPALLI"
"Tamil Nadu","VELLORE"
"Tamil Nadu","VILLUPURAM"
"Tamil Nadu","VIRUDHUNAGAR"
"Tamil Nadu","KANCHEEPURAM"
"Tamil Nadu","KANYAKUMARI"
"Tamil Nadu","NILGIRIS"
"Tamil Nadu","PUDUKKOTTAI"
"Tamil Nadu","RAMANATHAPURAM"
"Tamil Nadu","THIRUVALLUR"
"Tamil Nadu","THIRUVARUR"
"Tamil Nadu","TIRUCHIRAPPALLI"
"Tamil Nadu","TUTICORIN DISTRICT"
"Tamil Nadu","VILLUPPURAM"
"Tamil Nadu","KRISHNAGIRI"
"Tamil Nadu","Anna"
"Tamil Nadu","Chengleput"
"Tamil Nadu","Coimbatore"
"Tamil Nadu","Dharmapuri"
"Tamil Nadu","Kamrajar"
"Tamil Nadu","Kannyakumari"
"Tamil Nadu","Madurai"
"Tamil Nadu","Nilgiris"
"Tamil Nadu","North Arcot"
"Tamil Nadu","P. Muthuramalingam"
"Tamil Nadu","Periyar"
"Tamil Nadu","Pudukottai"
"Tamil Nadu","Ramanathapuram"
"Tamil Nadu","Salem"
"Tamil Nadu","South Arcot"
"Tamil Nadu","Thanjavur"
"Tamil Nadu","Tirinelveli"
"Tamil Nadu","Tiruchirapelli"
"Tamil Nadu","V.O. Chidambaranar"
"Tamil Nadu","TOTAL"
"Tamil Nadu","check"
"Tripura","DHALAI"
"Tripura","NORTH"
"Tripura","SOUTH"
"Tripura","WEST"
"Tripura","SOUTH TRIPURA"
"Tripura","WEST TRIPURA"
"Tripura","NORTH TRIPURA"
"Tripura","North Tripura"
"Tripura","South Tripura"
"Tripura","West Tripura"
"Tripura","TOTAL"
"Tripura","check"
"Uttar Pradesh","AGRA"
"Uttar Pradesh","ALIGARH"
"Uttar Pradesh","ALLAHABAD"
"Uttar Pradesh","ALMORA"
"Uttar Pradesh","AMBEDKAR NAGAR"
"Uttar Pradesh","AZAMGARH"
"Uttar Pradesh","BADAUN"
"Uttar Pradesh","BAHRAICH"
"Uttar Pradesh","BALLIA"
"Uttar Pradesh","BANDA"
"Uttar Pradesh","BARABANKI"
"Uttar Pradesh","BAREILLY"
"Uttar Pradesh","BASTI"
"Uttar Pradesh","BIJNOR"
