"State","District"
"Madhya Pradesh","Balghat"
"Madhya Pradesh","Balaghat"
"Madhya Pradesh","Chhindwara"
"Maharashtra","Bombay"
"Maharashtra","Mumbai"
"Maharashtra","Mumbai Sub"
"Maharashtra","Mumbai sub"
"Maharashtra","Thane"
"Maharashtra","Raigad (Kolaba)"
"Maharashtra","Raigad"
"Maharashtra","Ratnagiri"
"Maharashtra","Nasik"
"Maharashtra","Dhule"
"Maharashtra","Jalgaon"
"Maharashtra","Ahmednagar"
"Maharashtra","Ahmadnagar"
"Maharashtra","Pune"
"Maharashtra","Satara"
"Maharashtra","Sangli"
"Maharashtra","Solapur"
"Maharashtra","Kolhapur"
"Maharashtra","Aurangabad"
"Maharashtra","Parbhani"
"Maharashtra","Beed"
"Maharashtra","Nanded"
"Maharashtra","Osmanabad"
"Maharashtra","Buldhana"
"Maharashtra","Akola"
"Maharashtra","Amravati"
"Maharashtra","Amarawati"
"Maharashtra","Yeotmal"
"Maharashtra","Yavatmal"
"Maharashtra","Yevatmal"
"Maharashtra","Wardha"
"Maharashtra","Nagpur"
"Maharashtra","Bhandara"
"Maharashtra","Chandrapur"
"Odisha","Balasore"
"Odisha","Balasore (Baleshwar)"
"Odisha","Baleshwar"
"Odisha","Bolangir"
"Odisha","Balongir"
"Odisha","Balangir"
"Odisha","Cuttack"
"Odisha","Dhenkanal"
"Odisha","Ganjam"
"Odisha","Kalahandi"
"Odisha","Keonjhar"
"Odisha","Koraput"
"Odisha","Korapur"
"Odisha","Mayurbhanj"
"Odisha","Phulbani"
"Odisha","Phulbani (Kandhamal)"
"Odisha","Puri"
"Odisha","Sambalpur"
"Odisha","Sundergarh"
"Odisha","Sundargarh"
"Punjab","Gurdaspur"
"Punjab","Amritsar"
"Punjab","Kapurthala"
"Punjab","Jalandhar"
"Punjab","Hoshiarpur"
"Punjab","Roopnagar"
"Punjab","Rupnagar"
"Punjab","Ludhiana"
"Punjab","Ferozpur"
"Punjab","Firozpur"
"Punjab","Bhatinda"
"Punjab","Bathinda"
"Punjab","Sangrur"
"Punjab","Patiala"
"Rajasthan","Ajmer"
"Rajasthan","Alwar"
"Rajasthan","Banswara"
"Rajasthan","Barmer"
"Rajasthan","Bharatpur"
"Rajasthan","Bhilwara"
"Rajasthan","Bikaner"
"Rajasthan","Bundi"
"Rajasthan","Chittorgarh"
"Rajasthan","Chittorga"
"Rajasthan","Churu"
"Rajasthan","Dungarpur"
"Rajasthan","Ganganagar"
"Rajasthan","Ganganaga"
"Rajasthan","Jaipur"
"Rajasthan","Jaisalmer"
"Rajasthan","Jalore"
"Rajasthan","Jhalawar"
"Rajasthan","Jhunjhunu"
"Rajasthan","Jodhpur"
"Rajasthan","Kota"
"Rajasthan","Nagaur"
"Rajasthan","Pali"
"Rajasthan","Sawai Madhopur"
"Rajasthan","Sikar"
"Rajasthan","Sirohi"
"Rajasthan","Tonk"
"Rajasthan","Udaipur"
"Tamil Nadu","Chengalpattu MGR"
"Tamil Nadu","Chengai Anna"
"Tamil Nadu","Chengalpattu"
"Tamil Nadu","South Arcot"
"Tamil Nadu","South Arcot Vallal"
"Tamil Nadu","Cuddalore (S.Arcot)"
"Tamil Nadu","Cuddalore"
"Tamil Nadu","North Arcot \ Ambedkar"
"Tamil Nadu","North Arcot"
"Tamil Nadu","Vellore (N.Arcot)"
"Tamil Nadu","Vellore"
"Tamil Nadu","Salem"
"Tamil Nadu","Coimbatore"
"Tamil Nadu","Tiruchirapalli"
"Tamil Nadu","Tiruchirapalli / Trichy"
"Tamil Nadu","Thiruchirapall"
"Tamil Nadu","Tanjavur"
"Tamil Nadu","Thanjavur"
"Tamil Nadu","Madhurai"
"Tamil Nadu","Madurai"
"Tamil Nadu","Ramanthapuram"
"Tamil Nadu","Ramanathapuram"
"Tamil Nadu","Rakanathapuram"
"Tamil Nadu","Tirunelveli"
"Tamil Nadu","Tirunelveli Kattabomman"
"Tamil Nadu","Thirunelveli"
"Tamil Nadu","The Nilgiris"
"Tamil Nadu","Kanyakumari"
"Uttarakhand","Nainital"
"Uttarakhand","Almora"
"Uttarakhand","Almorah"
"Uttarakhand","Pithoragarh"
"Uttarakhand","Chamoli"
"Uttarakhand","Uttar Kashi"
"Uttarakhand","Tehri Garwal"
"Uttarakhand","Tehri Garhwal"
"Uttarakhand","Pauri Garhwal"
"Uttarakhand","Garhwal"
"Uttarakhand","Dehardun"
"Uttarakhand","Dehradun"
"Uttar Pradesh","Saharanpur"
"Uttar Pradesh","Muzaffarnagar"
"Uttar Pradesh","Meerut"
"Uttar Pradesh","Bulandshahar"
"Uttar Pradesh","BulandShahar"
"Uttar Pradesh","Aligarh"
"Uttar Pradesh","Mathura"
"Uttar Pradesh","Agra"
"Uttar Pradesh","Mainpuri"
"Uttar Pradesh","Etah"
"Uttar Pradesh","Bareilly"
"Uttar Pradesh","Budaun"
"Uttar Pradesh","Badaun"
"Uttar Pradesh","Moradabad"
"Uttar Pradesh","Shahjahanpur"
"Uttar Pradesh","Shajahanpur"
"Uttar Pradesh","Pilibhit"
"Uttar Pradesh","Rampur"
"Uttar Pradesh","Bijnore"
"Uttar Pradesh","Bijnor"
"Uttar Pradesh","Farrukhabad"
"Uttar Pradesh","Farrukkabad"
"Uttar Pradesh","Etawah"
"Uttar Pradesh","Kanpur"
"Uttar Pradesh","Fatehpur"
"Uttar Pradesh","Allahabad"
"Uttar Pradesh","Jhansi"
"Uttar Pradesh","Jalaun"
"Uttar Pradesh","Hamirpur"
"Uttar Pradesh","Banda"
"Uttar Pradesh","Varanasi"
"Uttar Pradesh","Mirzapur"
"Uttar Pradesh","Jaunpur"
"Uttar Pradesh","Ghazipur"
"Uttar Pradesh","Ballia"
"Uttar Pradesh","Gorakhpur"
"Uttar Pradesh","Deoria"
"Uttar Pradesh","Basti"
"Uttar Pradesh","Azamgarh"
"Uttar Pradesh","Lucknow"
"Uttar Pradesh","Unnao"
"Uttar Pradesh","Rai Bareliy"
"Uttar Pradesh","Sitapur"
"Uttar Pradesh","Hardoi"
"Uttar Pradesh","Kheri"
"Uttar Pradesh","Faizabad"
"Uttar Pradesh","Gonda"
"Uttar Pradesh","Bahraich"
"Uttar Pradesh","Sultanpur"
"Uttar Pradesh","Pratapgarh"
"Uttar Pradesh","Barabanki"
"Uttar Pradesh","Nainital"
"Uttar Pradesh","Almora"
"Uttar Pradesh","Almorah"
"Uttar Pradesh","Pittorgarh"
"Uttar Pradesh","Pithorgarh"
"Uttar Pradesh","Chamoli"
"Uttar Pradesh","Uttar Kashi"
"Uttar Pradesh","Tehri Garhwal"
"Uttar Pradesh","Garhwal"
"Uttar Pradesh","Pauri Garhwal"
"Uttar Pradesh","Pauri Garwal"
"Uttar Pradesh","Dehradun"
"West Bengal","24-Paraganas"
"West Bengal","24 Paraganas"
"West Bengal","Nadia"
"West Bengal","Murshidabad"
"West Bengal","Burdwan"
"West Bengal","Birbhum"
"West Bengal","Bankura"
"West Bengal","Hooghly"
"West Bengal","Hugli"
"West Bengal","Howrah"
"West Bengal","Howarh"
"West Bengal","Jalpaiguri"
"West Bengal","Darjeeling"
"West Bengal","Darjiling"
"West Bengal","Malda"
"West Bengal","Cooch-Behar"
"West Bengal","Cooch Behar"
"West Bengal","Purulia"
"West Bengal","Puriliya"
"West Bengal","Midnapore"
"West Bengal","Midnapur"
"West Bengal","West Dinajpur"
"West Bengal","West Dinajpur (Dinajpur-N & S)"
